sample	h.001B	h.002B	h.004B	h.006B	h.009B	h.010B	h.015B	h.020B	v.003A	v.006A	v.008A	v.009A	v.010A	v.012B	v.013B	v.014B	v.018B	v.017B	v.012A	v.013A	v.a4_1	v.a5_1	v.a5_12	v.a6_1	v.a6_4	v.a6_6	v.a6_10	v.a7_1	v.a8_3	v.a8_6	v.a13_19	v.a13_22	v.a15_6	v.a17_4	h.b4_1	h.b5_12	h.b6_4	h.b6_10	h.b8_3	h.b8_6	h.b13_19	h.b13_22
V1000154	14	1826	1902	1370	28	8	10	6	1899	5	913	922	12	403	9	574	90	514	591	606	54	109	69	13	25	84	91	4	1149	381	90	9	484	0	328	1011	1061	573	127	0	3721	345
V1000155	6	2119	3194	1572	46	3	8	6	2164	9	1148	917	10	477	7	556	84	452	623	561	55	129	52	8	7	120	138	0	1090	582	80	7	480	0	342	1209	1139	776	113	3	2941	502
V1000156	5	583	448	570	23	0	3	0	593	3	431	187	5	134	0	223	27	144	237	249	41	49	21	0	7	40	33	0	455	112	21	0	90	0	94	365	192	206	42	0	1087	75
V1000157	0	666	996	520	20	3	2	2	921	4	563	505	7	246	4	356	55	189	399	447	38	54	51	5	15	90	49	0	667	201	58	0	183	0	102	651	365	274	34	0	1703	171
V1000158	10	976	860	743	21	5	5	4	1674	10	1383	1128	11	441	6	856	93	584	473	890	54	111	116	16	29	178	107	0	1257	430	66	6	465	0	211	757	211	292	34	4	2645	165
V1000159	12	819	1526	698	27	7	17	6	2273	10	1485	1263	13	417	7	458	85	410	700	1090	43	119	87	21	19	181	136	0	874	408	87	11	358	0	128	732	718	344	132	0	1616	153
V1000160	7	553	643	690	11	0	0	0	418	5	182	284	0	177	0	182	45	102	4	109	5	32	15	1	2	25	55	0	128	95	48	0	153	0	68	208	123	305	4	0	3354	37
V1000161	14	1468	1301	2088	43	5	0	0	1194	15	541	1015	0	330	7	405	118	202	6	479	13	28	45	0	8	58	119	0	515	263	62	3	535	0	212	635	1167	713	71	2	4997	224
V1000162	7	3069	3818	2394	43	5	4	5	1041	4	977	462	8	356	5	414	70	195	325	375	40	77	74	12	8	48	51	0	455	379	65	0	575	0	852	1015	859	915	75	8	9567	749
V1000163	5	993	1174	502	17	0	4	3	228	3	197	96	2	58	4	91	11	61	86	84	3	13	16	3	4	27	24	0	170	71	13	0	106	0	195	217	287	247	44	0	2249	202
V1000164	9	1068	1189	1153	36	0	0	0	290	3	294	187	0	117	3	137	26	49	129	125	11	22	10	0	2	26	31	0	306	124	9	0	118	0	142	287	471	197	31	2	1776	339
V1000165	0	181	263	109	8	0	0	0	116	3	107	72	0	39	0	86	10	28	48	69	6	6	9	0	0	13	2	2	78	47	3	0	31	0	26	161	361	58	26	0	220	30
V1000166	11	1617	2130	881	44	4	7	4	1311	12	2111	918	10	666	5	2426	91	490	759	821	40	206	45	18	22	170	154	4	747	1022	83	6	637	0	385	1178	1377	666	118	0	2883	329
V1000167	3	666	1049	605	19	2	3	1	969	6	1247	444	5	324	4	1467	38	198	432	462	52	90	39	10	19	109	26	0	426	619	90	0	271	0	283	438	560	51	13	0	1176	121
V1000168	21	3570	5385	2192	133	12	13	6	3709	31	4586	1998	32	1369	13	4929	205	986	1822	1823	188	449	150	28	45	336	517	5	2470	1661	273	11	1198	0	773	2964	3997	1467	353	3	6756	891
V1000169	7	1681	2092	1451	50	0	11	7	1986	6	1698	1003	9	705	6	887	123	509	716	1176	56	142	49	24	27	236	221	0	1134	479	121	5	624	0	292	1136	1081	675	112	2	3430	239
V1000170	0	314	315	602	47	6	0	0	310	5	1031	589	4	365	4	680	42	299	464	544	26	37	51	5	13	78	61	0	694	341	68	2	152	0	232	348	801	111	24	0	1899	75
V1000171	33	3458	3620	3364	91	17	22	20	3470	29	14887	3853	66	3935	23	17276	405	1774	5303	10180	118	1799	334	101	245	742	879	13	8317	4411	493	16	1641	0	548	3916	1703	1637	163	9	17482	806
V1000172	17	2779	2110	1931	63	6	12	5	3121	11	3997	1563	24	1376	13	3710	151	1541	2194	2424	63	333	149	29	32	319	225	8	2835	1596	153	8	1072	0	592	1243	836	636	81	10	9969	351
V1000173	5	1314	1356	731	36	2	4	3	1850	13	995	907	7	449	3	873	60	429	864	601	51	124	78	15	26	87	111	0	782	427	130	6	306	0	322	1176	1880	608	180	0	2961	349
V1000174	2	337	368	240	5	3	2	0	386	4	242	196	3	108	4	267	21	76	217	307	5	11	39	7	7	40	25	0	383	102	15	0	79	0	25	380	219	88	21	0	663	30
V1000175	7	967	1437	764	39	5	0	0	863	7	606	510	9	251	5	564	45	273	639	266	14	44	87	8	13	95	54	3	841	422	34	3	327	0	166	589	69	177	4	3	3792	93
V1000176	4	1452	1748	761	33	4	7	3	2474	14	2262	1310	11	733	9	3340	74	553	1917	1318	49	86	48	9	27	89	124	5	1369	703	135	8	1767	0	423	669	774	312	114	3	3034	186
V1000177	2	497	334	325	12	2	4	1	584	6	1437	283	1	157	2	687	37	155	921	609	20	103	46	0	5	43	76	5	319	269	55	0	491	0	93	453	119	217	27	0	980	31
V1000178	7	256	267	52	15	0	0	3	210	0	302	204	3	132	4	450	18	55	103	281	16	27	11	3	5	10	17	0	158	107	34	0	163	0	174	222	237	74	51	0	602	42
V1000179	0	90	129	114	4	0	0	0	45	0	39	27	0	12	0	63	5	4	15	25	8	0	2	0	0	3	6	2	2	33	6	0	49	0	46	12	35	8	6	0	399	9
V1000180	3	1920	1597	936	9	2	3	2	1602	6	655	574	5	612	7	2414	26	214	266	665	37	101	29	0	7	73	112	4	963	135	106	4	689	0	301	611	633	627	59	0	3108	89
V1000181	3	351	560	43	5	2	5	4	995	3	2384	44	2	177	2	124	26	1757	749	886	5	9	20	0	18	33	78	0	793	55	42	8	73	0	70	273	449	187	96	0	403	139
V1000182	0	271	250	128	12	0	0	0	222	0	208	128	0	56	0	148	21	51	88	307	4	2	7	3	4	33	11	0	224	21	10	0	109	0	40	151	369	69	25	0	209	81
V1000183	0	236	303	177	7	0	0	0	137	0	129	81	0	39	0	103	21	33	81	336	3	2	17	3	0	15	29	0	133	46	25	0	83	0	51	382	694	167	24	0	522	79
V1000184	18	3900	4526	1832	51	6	14	8	5234	24	4472	2418	50	1608	13	4020	611	2981	2926	3809	109	120	286	72	108	482	1031	6	3245	1953	205	21	3647	0	396	3095	1115	1578	71	3	7602	614
V1000185	4	1607	1822	968	30	3	4	4	1520	5	1279	731	9	465	7	951	47	257	753	876	29	65	68	15	16	162	84	0	744	420	119	0	430	0	471	874	1284	595	78	7	4109	300
V1000186	0	226	214	103	0	0	0	0	157	0	71	64	0	27	3	73	8	29	55	67	2	3	10	0	0	9	2	0	70	50	6	0	60	0	23	84	315	53	4	0	188	33
V1000187	0	241	141	140	13	0	0	0	297	3	109	76	0	46	0	122	8	44	98	130	2	9	24	0	2	18	21	0	156	47	11	0	47	0	21	257	384	118	31	0	260	43
V1000192	0	16	0	0	2	0	0	0	0	0	31	143	1	18	0	0	0	0	6	10	0	0	0	0	0	0	13	0	0	0	0	0	17	0	0	70	112	126	0	0	0	0
V1000194	0	19	0	0	0	0	0	0	0	0	30	94	3	35	0	0	0	0	20	31	0	0	9	0	3	0	6	0	0	0	0	0	27	0	0	24	173	59	0	0	0	0
V1000195	0	156	2	2	1	0	1	0	0	0	24	480	2	21	1	0	0	0	46	0	0	0	22	8	8	0	22	0	0	0	0	0	37	0	0	683	971	165	0	0	0	0
V1000196	0	0	0	2	5	0	0	0	0	0	343	2	0	0	0	0	0	0	2	300	0	0	0	21	0	0	69	0	56	0	0	0	0	0	0	1773	10	1206	34	0	0	0
V1000203	0	3	0	0	6	0	0	0	0	0	2217	0	2	0	0	653	3	0	1	13560	0	0	0	12	0	0	22	0	151	0	0	0	0	0	0	81	0	41	21	0	0	0
V1000205	0	997	0	0	12	0	0	0	0	0	634	720	6	533	0	361	0	0	917	775	0	0	40	20	12	0	141	5	691	0	0	0	224	0	0	645	255	711	50	0	0	0
V1000206	0	691	0	0	10	0	0	0	0	0	439	366	10	503	3	269	0	0	578	775	0	0	23	10	4	0	45	5	789	0	0	0	116	0	0	497	58	248	15	0	0	0
V1000211	0	0	1	1	0	0	0	0	0	0	1	388	3	105	0	1	0	0	3	277	0	0	0	0	15	0	64	0	0	0	0	0	24	0	0	1097	1246	676	0	0	0	0
V1000212	0	0	0	2	0	0	0	0	0	0	4	171	3	49	0	0	0	0	8	104	0	0	0	0	36	0	14	0	0	0	0	0	20	0	0	1040	1493	104	0	0	0	0
V1000213	0	104	0	1	0	0	2	1	0	1	128	434	7	162	1	2	0	2	62	302	0	0	23	14	9	0	17	0	150	0	0	0	17	0	0	444	377	284	23	0	0	0
V1000221	1	0	0	1	1	1	1	7849	0	1	4	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	3467
V1000253	1	1	1	0	1	1	1	1998	1	1	7	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	456
V1000266	0	1	0	1	1	1	1	2652	0	1	130	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	1782
V1000277	1	1	1	1	1	1	1	10884	1	1	217	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	2378
V1000293	0	210	225	182	4	0	3	0	215	2	132	86	0	61	3	102	11	47	106	118	7	31	3	0	0	21	7	0	159	42	14	0	57	0	15	132	132	102	22	0	374	19
V1000294	4	2570	2355	863	38	4	4	2	2929	6	1639	909	9	655	6	971	99	749	1439	1147	79	134	80	22	20	175	214	0	1186	740	110	0	701	0	293	1096	1189	622	160	0	3533	316
V1000295	12	2821	2811	1490	73	11	7	6	3038	16	2007	1621	21	788	10	1382	121	697	1692	1064	98	245	112	14	39	245	248	3	1615	1124	194	4	1054	0	347	978	840	573	61	8	5025	245
V1000296	7	1294	1320	1177	37	0	3	5	1072	7	1156	544	10	512	5	780	50	203	866	801	33	95	62	12	7	128	100	3	982	440	64	0	467	0	251	709	404	336	39	3	3888	56
V1000297	3	631	591	203	19	2	0	3	469	3	306	216	0	98	3	168	19	89	177	154	7	22	18	3	5	39	22	0	232	196	24	0	143	0	63	231	212	167	17	0	817	66
V1000298	6	2447	2539	887	40	0	7	4	1576	3	1190	1235	9	344	7	1078	95	267	1145	554	71	112	123	10	28	217	121	0	1315	600	87	0	616	0	192	1070	261	490	47	0	3526	333
V1000299	12	1367	1119	461	28	0	6	0	1300	4	854	374	7	347	5	684	98	453	893	851	35	27	58	14	12	79	123	2	1580	469	56	4	320	0	96	876	130	305	12	2	2795	116
V1000300	16	4519	5707	1961	136	6	8	9	4156	20	2980	2922	25	849	13	1660	171	796	2349	1211	101	424	153	36	44	433	254	0	1662	1364	168	16	1160	0	1075	2213	1711	1144	110	15	9128	418
V1000301	11	2984	3414	1395	56	5	7	7	3555	16	2284	1544	16	767	11	2303	190	635	1220	1594	80	146	129	32	37	314	269	0	1355	888	228	8	884	0	638	2279	3360	1002	342	5	4121	636
V1000302	4	163	254	282	23	0	0	0	175	4	170	184	5	131	0	93	24	139	131	177	3	90	9	0	4	42	11	2	74	50	9	0	126	0	55	157	361	84	40	0	491	52
V1000303	0	298	514	408	50	0	0	0	282	5	356	345	11	249	0	197	39	174	187	278	2	136	11	5	10	56	16	0	101	211	35	2	167	0	174	376	751	106	24	1	1531	57
V1000304	40	3185	3999	24150	101	9	20	13	2984	21	1555	1277	18	564	9	1259	142	415	910	1366	33	190	226	18	42	433	314	4	1976	1372	192	3	1311	0	607	2356	2019	1490	80	2	9751	340
V1000305	39	13064	16326	9437	307	24	29	19	12966	62	10758	7882	56	3812	43	8322	668	3775	9032	5384	404	1108	644	74	197	1746	1434	25	8113	6442	553	14	5406	0	2673	8771	1385	3232	165	48	30554	1214
V1000306	0	358	245	311	26	0	0	0	409	0	419	356	4	126	0	432	18	173	118	237	28	39	4	4	4	29	32	0	44	205	37	0	358	0	138	558	71	270	2	0	2290	8
V1000307	16	3991	7474	1860	55	9	11	4	2056	13	1131	880	15	557	18	1257	41	246	1398	1450	20	135	74	18	26	228	199	4	3011	405	122	4	409	0	515	1982	1408	918	131	5	10330	241
V1000308	0	190	253	182	16	0	0	0	140	0	100	81	0	36	0	46	8	39	40	123	2	4	4	0	0	21	24	0	53	13	7	0	68	0	30	457	276	234	22	0	185	30
V1000309	3	1127	1727	820	23	2	2	0	692	9	731	464	7	354	3	337	34	130	532	568	17	18	28	0	9	33	83	5	940	106	11	0	451	0	53	852	79	411	46	3	481	51
V1000310	2	464	639	377	11	0	0	0	571	5	347	335	4	215	4	189	30	168	228	289	5	27	25	0	7	69	30	0	346	156	47	0	193	0	82	262	109	120	11	0	1201	68
V1000311	0	901	1383	537	62	0	4	0	846	11	533	754	10	309	4	387	87	261	372	492	14	81	66	4	9	91	41	0	395	219	29	2	489	0	298	686	511	269	45	0	1795	132
V1000312	0	1327	1717	675	89	0	0	0	1236	8	723	739	17	403	0	551	74	460	462	411	28	53	51	3	9	110	38	2	1039	339	23	2	335	0	148	831	70	284	4	1	3563	100
V1000313	8	721	682	422	17	2	0	3	1267	8	830	835	7	361	3	1388	41	201	491	923	29	64	90	21	8	96	112	0	453	334	78	3	388	0	150	1279	2109	549	229	0	1334	341
V1000314	2	424	307	126	2	0	3	2	6178	2	355	254	3	75	0	259	13	678	108	456	0	9	30	3	11	26	19	0	121	537	29	7	1421	0	3	278	213	103	14	5	703	83
V1000315	7	672	493	78	17	0	5	0	6551	5	810	537	0	86	3	235	25	669	233	417	3	7	10	11	8	25	33	0	110	413	24	2	1824	0	63	321	798	180	56	2	503	71
V1000316	6	768	1262	649	24	2	3	5	2223	4	973	681	7	410	5	611	37	328	789	919	46	89	107	14	20	136	142	0	539	308	67	0	506	0	268	854	1115	509	134	0	2848	366
V1000317	17	3473	4594	1457	63	4	11	12	4015	23	3185	2842	20	944	12	3207	191	905	2103	2044	132	207	267	28	80	439	328	3	2716	1236	128	6	1158	0	701	3390	1046	726	102	7	6889	378
V1000318	12	2445	2681	1071	109	7	8	8	3426	16	3165	1652	16	944	10	2158	105	983	2175	1393	96	287	132	12	25	293	328	10	2114	1137	179	7	552	0	662	2186	2985	1036	252	3	5706	650
V1000319	6	1364	1382	770	29	0	3	0	1220	8	857	659	9	357	5	902	75	216	571	434	17	46	80	8	12	67	82	0	983	317	59	2	289	0	219	1060	833	397	52	2	2870	245
V1000320	0	1227	1653	665	22	0	0	3	1400	5	944	881	6	271	4	768	69	278	495	402	30	43	59	4	15	182	54	0	850	286	50	0	262	0	294	746	215	147	31	0	3766	80
V1000321	3	775	826	469	16	0	2	0	756	5	615	403	2	203	3	506	50	235	399	405	23	77	39	5	10	99	65	0	598	221	46	0	258	0	100	403	232	159	17	0	1935	86
V1000322	5	1025	1056	667	17	2	3	2	1397	4	742	428	7	355	4	611	44	135	577	686	29	66	54	10	19	101	97	0	899	382	63	3	300	0	83	705	387	401	43	0	1741	136
V1000323	10	1050	541	559	20	6	12	3	4227	8	2778	903	14	1294	7	803	376	829	1310	2975	67	265	151	55	24	164	530	7	2377	1121	181	5	685	0	121	848	487	288	33	3	1260	81
V1000324	5	672	879	287	15	0	2	3	966	4	914	526	3	306	3	276	58	541	357	201	26	66	35	12	11	77	46	0	828	214	44	0	281	0	91	265	73	96	10	0	1332	51
V1000325	6	2732	3666	1542	67	5	7	2	4273	13	4194	2145	19	1309	8	961	235	1746	1461	802	74	211	176	33	63	322	200	6	4232	855	175	8	844	0	430	1069	218	311	14	6	4797	151
V1000326	22	7011	7176	3938	212	7	19	6	5958	42	4394	3675	23	1839	21	3029	214	1879	3748	1729	142	473	200	21	50	492	375	5	3490	3842	393	8	1376	0	721	2924	2491	1191	182	10	7543	760
V1000327	7	2039	1998	1159	35	3	6	4	1634	7	1036	715	8	576	9	685	89	369	812	791	94	139	87	16	20	108	122	0	890	565	125	3	506	0	338	1103	795	632	30	4	5131	225
V1000328	5	1587	1524	640	22	2	2	2	1318	5	808	534	5	179	5	485	37	261	322	522	47	92	80	22	5	64	101	0	455	312	76	0	310	0	443	681	726	375	39	0	2862	237
V1000329	6	1873	3060	1378	55	6	4	5	2405	11	1491	1246	10	627	4	1353	86	877	816	1161	46	136	113	18	25	203	226	5	1337	749	109	0	638	0	396	962	762	830	74	4	4636	191
V1000330	0	447	1091	267	41	0	0	0	203	0	322	176	16	26	0	96	19	58	260	292	7	7	34	1	6	17	12	0	181	185	8	0	131	0	104	811	203	94	9	1	3406	13
V1000331	3	1242	622	644	24	0	3	2	1154	7	748	640	6	308	3	674	36	212	475	810	19	67	56	9	15	128	75	0	658	386	54	0	404	0	92	866	571	307	60	0	2157	169
V1000332	7	1198	2300	786	16	2	6	2	1702	10	867	796	6	492	3	593	72	233	755	832	24	77	101	27	31	125	128	0	616	378	82	0	501	0	305	1197	1107	432	140	0	2905	231
V1000358	1	1	0	1	0	0	1	2916	1	0	4	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	1714
V1000369	1	0	1	0	0	1	1	873	2	0	2	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	437
V1000373	1	1	20	1	0	1	1	4704	68	1	9	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	323	0	2684
V1000375	7	2	123	0	1	1	1	675	55	1	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	175	0	900
V1000376	1	1	5	1	1	1	1	8225	74	0	24	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	687	811	0	3204
V1000378	14	1	77	0	18	4	1	3894	190	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	3574	0	2420
V1000379	4	2	93	1	0	0	0	660	45	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	149	0	998
V1000380	5	2	111	1	0	0	1	661	45	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	99	0	1043
V1000381	1	1	22	1	1	0	1	631	19	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	84	0	0	379
V1000382	3	1	147	1	1	1	0	1647	119	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	276	219	0	977
V1000383	5	2	404	1	1	1	1	2942	329	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	612	0	2556
V1000384	11	4	189	0	0	1	1	646	74	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	263	0	1158
V1000385	2	1	66	1	1	0	1	2069	114	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	274	0	1369
V1000386	1	1	152	1	1	1	1	2121	157	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	272	0	933
V1000387	5	2	123	0	1	1	1	1355	66	0	2	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	89	153	0	1001
V1000388	6	2	75	0	1	1	0	903	48	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	59	0	1541
V1000390	1	1	19	1	1	1	1	13101	294	1	4	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	939	579	0	4739
V1000391	3	1	115	0	1	1	1	2341	157	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	284	0	1726
V1000392	3	1	160	1	1	1	1	1082	88	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	62	218	0	594
V1000406	1	1	102	1	1	1	1	3934	268	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	262	697	0	1921
V1000407	1	1	43	1	1	1	1	12814	382	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	804	0	3519
V1000426	1	0	1	0	1	0	1	610	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	184
V1000454	4	1173	1547	661	22	3	3	4	1237	3	554	575	4	204	3	444	23	146	448	423	33	19	26	3	28	91	73	0	486	420	29	0	370	0	120	751	384	433	43	7	3157	63
V1000455	3	1164	1258	604	22	4	4	3	994	7	560	464	6	216	4	306	24	215	382	374	13	45	31	7	11	67	82	0	461	251	45	0	327	0	152	568	986	403	109	3	2580	270
V1000456	3	1956	1989	1158	25	6	4	3	1375	6	704	594	8	393	4	432	47	315	536	507	30	82	37	5	7	83	66	0	663	389	80	0	560	0	227	951	728	678	118	5	3982	280
V1000457	5	717	790	412	21	0	2	0	698	5	407	388	0	181	4	299	30	132	311	273	17	10	28	6	0	57	54	0	284	168	61	3	271	0	160	238	1063	321	116	0	1475	171
V1000458	5	1133	1678	497	25	2	5	2	1616	5	716	716	4	263	4	542	54	189	622	635	33	96	45	10	8	93	51	0	654	341	72	4	434	0	234	915	969	474	99	0	2647	251
V1000459	2	762	848	204	8	2	4	1	882	3	356	358	3	160	6	339	31	94	287	243	26	64	34	0	9	40	38	0	255	123	41	0	197	0	95	506	529	215	55	0	1004	137
V1000460	2	360	410	194	7	2	2	0	382	2	239	297	3	77	2	288	17	53	197	191	11	21	20	5	0	25	25	0	298	97	22	0	147	0	53	250	94	97	11	0	734	47
V1000461	7	635	650	381	12	0	0	5	540	4	303	311	5	128	0	292	34	99	197	163	4	25	21	5	4	56	25	0	251	151	24	0	169	0	105	315	925	254	88	0	913	123
V1000462	0	412	903	319	48	0	0	0	521	0	491	462	9	133	4	239	51	175	287	347	3	27	18	2	2	102	35	0	320	264	26	0	244	0	127	598	325	190	25	2	2059	68
V1000463	5	686	944	434	29	2	5	0	927	4	672	466	6	206	0	485	54	154	539	305	8	25	35	8	10	124	104	0	375	207	31	0	318	0	184	746	722	424	85	0	1507	156
V1000465	1	305	125	5	1	1	2	1	678	2	449	2207	5	93	0	297	550	1	508	183	272	71	9	20	0	123	307	0	105	0	46	0	0	0	40	165	0	196	28	0	324	37
V1000466	2	306	68	6	1	1	3	2	451	3	391	1683	6	98	1	435	694	1	761	262	224	61	25	19	0	139	389	0	95	0	42	14	0	0	33	171	0	169	39	0	340	51
V1000467	0	1	217	1	3	1	1	0	740	11	560	42	26	623	1	326	0	1	57	1355	0	161	45	0	21	16	21	0	249	0	58	44	0	0	0	389	22	0	71	0	682	74
V1000468	2	2	97	3	3	2	3	2	979	4	797	35	27	822	1	306	1	1	105	2075	0	85	28	0	22	13	14	6	129	0	49	29	0	0	0	380	27	0	32	0	456	39
V1000469	2	0	9	2	0	0	0	0	142	0	61	7	3	77	0	120	0	0	12	276	0	77	0	0	6	13	0	0	35	0	31	10	0	0	0	289	4	0	10	0	292	22
V1000470	4	0	280	0	15	0	0	0	1663	3	698	16	2	97	0	170	0	0	114	313	0	371	8	0	6	8	37	0	457	0	37	4	0	0	0	1108	33	0	141	0	1529	196
V1000471	0	0	43	0	3	0	0	0	644	0	220	4	1	34	0	46	1	0	40	105	0	89	16	0	0	5	13	0	134	0	24	0	0	0	0	465	0	0	70	0	670	72
V1000474	2	0	617	0	2	0	0	0	168	0	72	5	0	15	0	100	0	0	28	53	0	0	7	0	0	0	7	0	148	0	19	0	0	0	0	9	33	0	87	0	635	124
V1000475	9	5181	2138	2029	22	4	14	5	907	9	2098	977	35	1794	14	132	386	836	3023	314	332	40	66	66	26	50	600	7	3504	395	45	11	308	0	650	726	398	2469	47	2	4570	953
V1000476	8	753	748	697	30	8	5	3	2012	14	2438	1810	19	574	0	2554	145	618	1084	2016	69	77	176	35	12	208	125	3	1892	667	103	4	613	0	368	759	295	190	38	4	1549	117
V1000477	3	139	1491	70	3	0	0	0	17	0	0	59	0	61	3	72	6	37	30	38	0	3	0	0	0	18	28	0	28	41	21	0	45	0	64	302	9	295	0	0	384	240
V1000478	1	196	1858	137	3	0	2	0	66	3	3	203	1	63	2	262	20	68	60	154	5	16	0	0	5	49	83	0	152	83	7	0	117	0	83	509	7	352	0	0	1054	165
V1000479	4	1161	1200	767	20	2	1	2	1284	4	824	466	5	301	4	364	46	178	506	380	53	94	40	15	7	61	48	0	623	448	78	0	236	0	183	490	234	244	30	0	2446	115
V1000480	1	427	323	172	9	0	2	0	864	2	453	281	3	83	2	135	16	101	199	102	18	55	23	0	0	8	30	0	307	52	18	0	135	0	76	128	203	116	37	0	1303	45
V1000481	7	648	615	565	20	2	4	0	944	3	745	523	5	316	4	317	60	205	511	329	47	74	52	12	12	118	78	0	279	385	73	0	139	0	310	440	253	296	23	0	2341	219
V1000482	6	540	544	308	27	0	4	0	456	0	261	195	0	117	0	177	31	167	225	196	7	6	35	5	6	29	24	0	280	110	25	0	171	0	64	403	413	137	41	0	971	50
V1000483	0	244	265	163	9	0	0	0	166	0	139	120	3	47	0	96	9	33	91	89	0	0	12	4	0	0	15	0	113	25	16	0	73	0	43	192	326	104	25	0	725	25
V1000484	8	705	1134	412	12	4	8	4	1631	4	607	755	12	291	3	729	42	280	313	518	32	55	51	9	9	114	89	0	562	222	40	4	172	0	246	619	737	390	109	0	1444	186
V1000485	0	893	999	569	33	0	0	0	627	8	344	261	8	139	5	242	38	105	256	225	12	28	36	2	9	75	52	3	341	127	20	0	160	0	120	633	758	368	71	0	1491	103
V1000486	4	1388	1214	790	26	6	3	3	1484	5	1105	910	4	412	2	1114	78	235	688	885	27	32	99	14	24	208	110	0	702	499	63	3	338	0	233	1008	1268	611	108	0	1879	226
V1000487	183	22082	19628	9194	451	103	39	20	26446	65	16400	12578	79	7438	47	15409	1067	4276	12580	8137	461	1171	1076	179	271	1956	1564	36	16326	7831	950	55	8036	0	5146	5842	1679	4648	332	48	38280	1771
V1000488	3	660	606	216	16	2	2	2	888	6	348	251	4	140	0	235	27	84	233	212	9	65	26	0	6	37	41	0	265	119	60	0	132	0	100	336	568	188	71	0	834	106
V1000489	0	11	17	102	2	0	0	0	5	0	93	73	0	0	0	11	12	0	5	52	3	0	5	0	3	8	0	0	17	32	0	0	0	0	9	4	190	33	0	0	17	0
V1000490	4	373	623	1070	15	3	2	4	692	3	676	543	6	544	2	480	50	319	582	1490	25	95	54	9	19	209	115	0	662	428	46	0	222	0	169	308	569	716	54	0	1146	75
V1000491	0	189	177	0	0	0	0	7	61	0	0	0	8	0	0	0	7	74	21	0	1	1	2	0	4	6	13	0	1	1	0	0	34	0	12	3	191	30	0	0	0	2
V1000492	0	65	54	242	0	0	0	0	115	1	29	14	0	17	0	202	3	13	0	60	0	20	0	0	0	0	0	0	77	0	0	0	0	0	0	73	399	42	17	0	0	31
V1000498	7	1068	1520	780	25	0	6	6	434	0	286	192	0	129	4	301	33	230	279	202	7	28	26	2	2	46	33	1	314	234	22	0	320	0	173	287	220	196	25	2	4059	193
